,基金代码,拼音缩写,基金简称,基金类型,拼音全称
12047,014543,HTFZZHGSYJSCYA,汇添富中证沪港深云计算产业A,指数型-股票,HUITIANFUZHONGZHENGHUGANGSHENYUNJISUANCHANYEA
12048,014544,HTFZZHGSYJSCYC,汇添富中证沪港深云计算产业C,指数型-股票,HUITIANFUZHONGZHENGHUGANGSHENYUNJISUANCHANYEC
12049,014545,PYXYYXYNCYHHA,浦银兴耀优选一年持有混合A,混合型-偏股,PUYINXINGYAOYOUXUANYINIANCHIYOUHUNHEA
12050,014546,PYXYYXYNCYHHC,浦银兴耀优选一年持有混合C,混合型-偏股,PUYINXINGYAOYOUXUANYINIANCHIYOUHUNHEC
12051,014547,CTYYXX6GYCYHHA,财通医药鑫选6个月持有混合A,混合型-偏股,CAITONGYIYAOXINXUAN6GEYUECHIYOUHUNHEA
12052,014548,CTYYXX6GYCYHHC,财通医药鑫选6个月持有混合C,混合型-偏股,CAITONGYIYAOXINXUAN6GEYUECHIYOUHUNHEC
12053,014549,JYSJCYLHPZHHC,交银数据产业灵活配置混合C,混合型-灵活,JIAOYINSHUJUCHANYELINGHUOPEIZHIHUNHEC
12054,014550,NAYXLHPZHHC,诺安益鑫灵活配置混合C,混合型-灵活,NUOANYIXINLINGHUOPEIZHIHUNHEC
12055,014551,NAXDLLHPZHHC,诺安新动力灵活配置混合C,混合型-灵活,NUOANXINDONGLILINGHUOPEIZHIHUNHEC
12056,014552,ZHRHESGYNDKZFQA,中航瑞华ESG一年定开债发起A,债券型-长债,ZHONGHANGRUIHUAESGYINIANDINGKAIZHAIFAQIA
12057,014553,ZHRHESGYNDKZFQC,中航瑞华ESG一年定开债发起C,债券型-长债,ZHONGHANGRUIHUAESGYINIANDINGKAIZHAIFAQIC
12058,014554,BSHRHHA,博时恒瑞混合A,混合型-偏债,BOSHIHENGRUIHUNHEA
12059,014555,BSHRHHC,博时恒瑞混合C,混合型-偏债,BOSHIHENGRUIHUNHEC
12060,014556,FRLHJXHHFQA,富荣量化精选混合发起A,混合型-偏股,FURONGLIANGHUAJINGXUANHUNHEFAQIA
12061,014557,FRLHJXHHFQC,富荣量化精选混合发起C,混合型-偏股,FURONGLIANGHUAJINGXUANHUNHEFAQIC
12062,014558,HSPZHXHHA,华商品质慧选混合A,混合型-偏股,HUASHANGPINZHIHUIXUANHUNHEA
12063,014559,HSPZHXHHC,华商品质慧选混合C,混合型-偏股,HUASHANGPINZHIHUIXUANHUNHEC
12064,014560,DFQCCYQSHHA,东方汽车产业趋势混合A,混合型-偏股,DONGFANGQICHECHANYEQUSHIHUNHEA
12065,014561,DFQCCYQSHHC,东方汽车产业趋势混合C,混合型-偏股,DONGFANGQICHECHANYEQUSHIHUNHEC
12066,014562,YFDPZDNSNCYHHA,易方达品质动能三年持有混合A,混合型-偏股,YIFANGDAPINZHIDONGNENGSANNIANCHIYOUHUNHEA
12067,014563,YFDPZDNSNCYHHC,易方达品质动能三年持有混合C,混合型-偏股,YIFANGDAPINZHIDONGNENGSANNIANCHIYOUHUNHEC
12068,014564,THHSHSGCXYJX50ETFFQLJA,天弘恒生沪深港创新药精选50ETF发起联接A,指数型-股票,TIANHONGHENGSHENGHUSHENGANGCHUANGXINYAOJINGXUAN50ETFFAQILIANJIEA
12069,014565,THHSHSGCXYJX50ETFFQLJC,天弘恒生沪深港创新药精选50ETF发起联接C,指数型-股票,TIANHONGHENGSHENGHUSHENGANGCHUANGXINYAOJINGXUAN50ETFFAQILIANJIEC
12070,014566,GTJASRWJYNCYHHFOFA,国泰君安善融稳健一年持有混合(FOF)A,FOF,GUOTAIJUNANSHANRONGWENJIANYINIANCHIYOUHUNHEFOFA
12071,014567,GTJASRWJYNCYHHFOFC,国泰君安善融稳健一年持有混合(FOF)C,FOF,GUOTAIJUNANSHANRONGWENJIANYINIANCHIYOUHUNHEFOFC
12072,014568,HXJSYXYNCYHHFOFA,华夏聚盛优选一年持有混合(FOF)A,FOF,HUAXIAJUSHENGYOUXUANYINIANCHIYOUHUNHEFOFA
12073,014569,HXJSYXYNCYHHFOFC,华夏聚盛优选一年持有混合(FOF)C,FOF,HUAXIAJUSHENGYOUXUANYINIANCHIYOUHUNHEFOFC
12074,014570,DWDTCZZQC,东吴鼎泰纯债债券C,债券型-长债,DONGWUDINGTAICHUNZHAIZHAIQUANC
12075,014571,DWAXLHHHC,东吴安享量化混合C,混合型-灵活,DONGWUANXIANGLIANGHUAHUNHEC
12076,014572,CXYLJXHHC,长信银利精选混合C,混合型-偏股,CHANGXINYINLIJINGXUANHUNHEC
12077,014573,DFHJHZXLNCYHH,东方红锦弘甄选两年持有混合,混合型-偏债,DONGFANGHONGJINHONGZHENXUANLIANGNIANCHIYOUHUNHE
12078,014574,XYQJNYHHFQSA,鑫元清洁能源混合发起式A,混合型-偏股,XINYUANQINGJIENENGYUANHUNHEFAQISHIA
12079,014575,XYQJNYHHFQSC,鑫元清洁能源混合发起式C,混合型-偏股,XINYUANQINGJIENENGYUANHUNHEFAQISHIC
12080,014576,NYHLRF6GYCYHH,农银汇理瑞丰6个月持有混合,混合型-偏债,NONGYINHUILIRUIFENG6GEYUECHIYOUHUNHE
12081,014577,HTBRHYHHA,华泰柏瑞恒悦混合A,混合型-偏债,HUATAIBAIRUIHENGYUEHUNHEA
12082,014578,HTBRHYHHC,华泰柏瑞恒悦混合C,混合型-偏债,HUATAIBAIRUIHENGYUEHUNHEC
12083,014579,HTBRHZHHA,华泰柏瑞恒泽混合A,混合型-偏债,HUATAIBAIRUIHENGZEHUNHEA
12084,014580,HTBRHZHHC,华泰柏瑞恒泽混合C,混合型-偏债,HUATAIBAIRUIHENGZEHUNHEC
12085,014581,DWAEFLHPZHHC,东吴阿尔法灵活配置混合C,混合型-灵活,DONGWUAERFALINGHUOPEIZHIHUNHEC
12086,014582,PYASXRWJYNCYHHFOFA,浦银安盛兴荣稳健一年持有混合(FOF)A,FOF,PUYINANSHENGXINGRONGWENJIANYINIANCHIYOUHUNHEFOFA
12087,014583,PYASXRWJYNCYHHFOFC,浦银安盛兴荣稳健一年持有混合(FOF)C,FOF,PUYINANSHENGXINGRONGWENJIANYINIANCHIYOUHUNHEFOFC
12088,014585,YHXXSNCYHHA,银华心兴三年持有混合A,混合型-偏股,YINHUAXINXINGSANNIANCHIYOUHUNHEA
12089,014586,YHXXSNCYHHC,银华心兴三年持有混合C,混合型-偏股,YINHUAXINXINGSANNIANCHIYOUHUNHEC
12090,014587,HAZZ500ZSZQA,华安中证500指数增强A,指数型-股票,HUAANZHONGZHENG500ZHISHUZENGQIANGA
12091,014588,HAZZ500ZSZQC,华安中证500指数增强C,指数型-股票,HUAANZHONGZHENG500ZHISHUZENGQIANGC
12092,014589,ZSCZXDGPA,招商成长先导股票A,股票型,ZHAOSHANGCHENGZHANGXIANDAOGUPIAOA
12093,014590,ZSCZXDGPC,招商成长先导股票C,股票型,ZHAOSHANGCHENGZHANGXIANDAOGUPIAOC
12094,014591,GFRYYNCYQHHA,广发瑞誉一年持有期混合A,混合型-偏股,GUANGFARUIYUYINIANCHIYOUQIHUNHEA
12095,014592,GFRYYNCYQHHC,广发瑞誉一年持有期混合C,混合型-偏股,GUANGFARUIYUYINIANCHIYOUQIHUNHEC
12096,014593,XBLDJYYNCYQHH,西部利得聚优一年持有期混合,混合型-偏债,XIBULIDEJUYOUYINIANCHIYOUQIHUNHE
12097,014594,HTFWF60TGDCYZDZA,汇添富稳福60天滚动持有中短债A,债券型-中短债,HUITIANFUWENFU60TIANGUNDONGCHIYOUZHONGDUANZHAIA
12098,014595,HTFWF60TGDCYZDZC,汇添富稳福60天滚动持有中短债C,债券型-中短债,HUITIANFUWENFU60TIANGUNDONGCHIYOUZHONGDUANZHAIC
12099,014596,HTFWF60TGDCYZDZE,汇添富稳福60天滚动持有中短债E,债券型-中短债,HUITIANFUWENFU60TIANGUNDONGCHIYOUZHONGDUANZHAIE
12100,014597,HTBRFLHHC,华泰柏瑞富利混合C,混合型-灵活,HUATAIBAIRUIFULIHUNHEC
12101,014598,YYHXHHFQA,永赢合享混合发起A,混合型-灵活,YONGYINGHEXIANGHUNHEFAQIA
12102,014599,YYHXHHFQC,永赢合享混合发起C,混合型-灵活,YONGYINGHEXIANGHUNHEFAQIC
12103,014600,BSHBYXHHA,博时回报严选混合A,混合型-偏股,BOSHIHUIBAOYANXUANHUNHEA
12104,014601,BSHBYXHHC,博时回报严选混合C,混合型-偏股,BOSHIHUIBAOYANXUANHUNHEC
12105,014602,JSZZYLZSFQSA,嘉实中证医疗指数发起式A,指数型-股票,JIASHIZHONGZHENGYILIAOZHISHUFAQISHIA
12106,014603,JSZZYLZSFQSC,嘉实中证医疗指数发起式C,指数型-股票,JIASHIZHONGZHENGYILIAOZHISHUFAQISHIC
12107,014604,JSZZGFCYZSFQSA,嘉实中证光伏产业指数发起式A,指数型-股票,JIASHIZHONGZHENGGUANGFUCHANYEZHISHUFAQISHIA
12108,014605,JSZZGFCYZSFQSC,嘉实中证光伏产业指数发起式C,指数型-股票,JIASHIZHONGZHENGGUANGFUCHANYEZHISHUFAQISHIC
12109,014606,ZSGDZBHHA,招商高端装备混合A,混合型-偏股,ZHAOSHANGGAODUANZHUANGBEIHUNHEA
12110,014607,ZSGDZBHHC,招商高端装备混合C,混合型-偏股,ZHAOSHANGGAODUANZHUANGBEIHUNHEC
12111,014608,ZOZQJQHHFQA,中欧周期景气混合发起A,混合型-偏股,ZHONGOUZHOUQIJINGQIHUNHEFAQIA
12112,014609,ZOZQJQHHFQC,中欧周期景气混合发起C,混合型-偏股,ZHONGOUZHOUQIJINGQIHUNHEFAQIC
12113,014610,PHXXBHBC,鹏华兴鑫宝货币C,货币型,PENGHUAXINGXINBAOHUOBIC
12114,014611,FGHXKJ12GYCYHHA,富国核心科技12个月持有混合A,混合型-偏股,FUGUOHEXINKEJI12GEYUECHIYOUHUNHEA
12115,014612,FGHXKJ12GYCYHHC,富国核心科技12个月持有混合C,混合型-偏股,FUGUOHEXINKEJI12GEYUECHIYOUHUNHEC
12116,014613,NFGY6GYCYZQA,南方固元6个月持有债券A,债券型-混合债,NANFANGGUYUAN6GEYUECHIYOUZHAIQUANA
12117,014614,NFGY6GYCYZQC,南方固元6个月持有债券C,债券型-混合债,NANFANGGUYUAN6GEYUECHIYOUZHAIQUANC
12118,014615,SZZXHHFQA,尚正正鑫混合发起A,混合型-偏债,SHANGZHENGZHENGXINHUNHEFAQIA
12119,014616,SZZXHHFQC,尚正正鑫混合发起C,混合型-偏债,SHANGZHENGZHENGXINHUNHEFAQIC
12120,014617,YFDRYAHYNCYHHFOFA,易方达如意安和一年持有混合(FOF)A,FOF,YIFANGDARUYIANHEYINIANCHIYOUHUNHEFOFA
12121,014618,YFDRYAHYNCYHHFOFC,易方达如意安和一年持有混合(FOF)C,FOF,YIFANGDARUYIANHEYINIANCHIYOUHUNHEFOFC
12122,014619,CTZGWXZYLGYCYQHHA,财通资管稳兴增益六个月持有期混合A,混合型-偏债,CAITONGZIGUANWENXINGZENGYILIUGEYUECHIYOUQIHUNHEA
12123,014620,CTZGWXZYLGYCYQHHC,财通资管稳兴增益六个月持有期混合C,混合型-偏债,CAITONGZIGUANWENXINGZENGYILIUGEYUECHIYOUQIHUNHEC
12124,014621,AXCYYNCYHHA,安信楚盈一年持有混合A,混合型-偏债,ANXINCHUYINGYINIANCHIYOUHUNHEA
12125,014622,AXCYYNCYHHC,安信楚盈一年持有混合C,混合型-偏债,ANXINCHUYINGYINIANCHIYOUHUNHEC
12126,014625,CTWXFYLGYCYHHA,财通稳兴丰益六个月持有混合A,混合型-偏债,CAITONGWENXINGFENGYILIUGEYUECHIYOUHUNHEA
12127,014626,CTWXFYLGYCYHHC,财通稳兴丰益六个月持有混合C,混合型-偏债,CAITONGWENXINGFENGYILIUGEYUECHIYOUHUNHEC
12128,014627,CTDCLFRHHFQSLOFC,财通多策略福瑞混合发起式(LOF)C,混合型-偏股,CAITONGDUOCELUEFURUIHUNHEFAQISHILOFC
12129,014628,CTFSHHFQLOFC,财通福盛混合发起(LOF)C,混合型-偏股,CAITONGFUSHENGHUNHEFAQILOFC
12130,014629,HTZJZNLHGPFQC,华泰紫金智能量化股票发起C,股票型,HUATAIZIJINZHINENGLIANGHUAGUPIAOFAQIC
12131,014632,HAZZDZ50ETFFQSLJA,华安中证电子50ETF发起式联接A,指数型-股票,HUAANZHONGZHENGDIANZI50ETFFAQISHILIANJIEA
12132,014633,HAZZDZ50ETFFQSLJC,华安中证电子50ETF发起式联接C,指数型-股票,HUAANZHONGZHENGDIANZI50ETFFAQISHILIANJIEC
12133,014634,JSCCESGLHGPA,景顺长城ESG量化股票A,股票型,JINGSHUNCHANGCHENGESGLIANGHUAGUPIAOA
12134,014635,JSCCESGLHGPC,景顺长城ESG量化股票C,股票型,JINGSHUNCHANGCHENGESGLIANGHUAGUPIAOC
12135,014636,GLAZDZZQA,国联安中短债债券A,债券型-中短债,GUOLIANANZHONGDUANZHAIZHAIQUANA
12136,014637,GLAZDZZQC,国联安中短债债券C,债券型-中短债,GUOLIANANZHONGDUANZHAIZHAIQUANC
12137,014638,YHAXDZZQD,银华安鑫短债债券D,债券型-中短债,YINHUAANXINDUANZHAIZHAIQUAND
12138,014639,XZQQHHSNCYHHA,兴证全球合衡三年持有混合A,混合型-偏股,XINGZHENGQUANQIUHEHENGSANNIANCHIYOUHUNHEA
12139,014640,XZQQHHSNCYHHC,兴证全球合衡三年持有混合C,混合型-偏股,XINGZHENGQUANQIUHEHENGSANNIANCHIYOUHUNHEC
12140,014641,STMGHYLDHHC,上投摩根行业轮动混合C,混合型-偏股,SHANGTOUMOGENHANGYELUNDONGHUNHEC
12141,014642,STMGXXDLHHC,上投摩根新兴动力混合C,混合型-偏股,SHANGTOUMOGENXINXINGDONGLIHUNHEC
12142,014643,PYASSRCZZQA,浦银安盛盛瑞纯债债券A,债券型-长债,PUYINANSHENGSHENGRUICHUNZHAIZHAIQUANA
12143,014644,PYASSRCZZQC,浦银安盛盛瑞纯债债券C,债券型-长债,PUYINANSHENGSHENGRUICHUNZHAIZHAIQUANC
12144,014645,PAYXJHPZ1NCYHHFOFA,平安盈禧均衡配置1年持有混合(FOF)A,FOF,PINGANYINGXIJUNHENGPEIZHI1NIANCHIYOUHUNHEFOFA
12145,014646,PAYXJHPZ1NCYHHFOFC,平安盈禧均衡配置1年持有混合(FOF)C,FOF,PINGANYINGXIJUNHENGPEIZHI1NIANCHIYOUHUNHEFOFC
12146,014647,RTXJZZHHA,融通先进制造混合A,混合型-偏股,RONGTONGXIANJINZHIZAOHUNHEA
12147,014648,RTXJZZHHC,融通先进制造混合C,混合型-偏股,RONGTONGXIANJINZHIZAOHUNHEC
12148,014649,YYYZJXHHFQA,永赢优质精选混合发起A,混合型-偏股,YONGYINGYOUZHIJINGXUANHUNHEFAQIA
12149,014650,YYYZJXHHFQC,永赢优质精选混合发起C,混合型-偏股,YONGYINGYOUZHIJINGXUANHUNHEFAQIC
12150,014651,DCZJTXHHA,大成专精特新混合A,混合型-偏股,DACHENGZHUANJINGTEXINHUNHEA
12151,014652,DCZJTXHHC,大成专精特新混合C,混合型-偏股,DACHENGZHUANJINGTEXINHUNHEC
12152,014653,JXZYCZYNCYHHA,建信卓越成长一年持有混合A,混合型-偏股,JIANXINZHUOYUECHENGZHANGYINIANCHIYOUHUNHEA
12153,014654,JXZYCZYNCYHHC,建信卓越成长一年持有混合C,混合型-偏股,JIANXINZHUOYUECHENGZHANGYINIANCHIYOUHUNHEC
12154,014655,ZRYH30TGDCYDZA,中融益海30天滚动持有短债A,债券型-中短债,ZHONGRONGYIHAI30TIANGUNDONGCHIYOUDUANZHAIA
12155,014656,ZRYH30TGDCYDZC,中融益海30天滚动持有短债C,债券型-中短债,ZHONGRONGYIHAI30TIANGUNDONGCHIYOUDUANZHAIC
12156,014657,ZORXZYYNCYQHHA,中欧融享增益一年持有期混合A,混合型-偏债,ZHONGOURONGXIANGZENGYIYINIANCHIYOUQIHUNHEA
12157,014658,ZORXZYYNCYQHHC,中欧融享增益一年持有期混合C,混合型-偏债,ZHONGOURONGXIANGZENGYIYINIANCHIYOUQIHUNHEC
12158,014659,JYSAHYJXHHA,金元顺安行业精选混合A,混合型-偏股,JINYUANSHUNANHANGYEJINGXUANHUNHEA
12159,014660,JYSAHYJXHHC,金元顺安行业精选混合C,混合型-偏股,JINYUANSHUNANHANGYEJINGXUANHUNHEC
12160,014661,THSHJETFFQLJA,天弘上海金ETF发起联接A,商品（不含QDII）,TIANHONGSHANGHAIJINETFFAQILIANJIEA
12161,014662,THSHJETFFQLJC,天弘上海金ETF发起联接C,商品（不含QDII）,TIANHONGSHANGHAIJINETFFAQILIANJIEC
12162,014663,FGCXFZLNDKHHA,富国创新发展两年定开混合A,混合型-偏股,FUGUOCHUANGXINFAZHANLIANGNIANDINGKAIHUNHEA
12163,014664,FGCXFZLNDKHHC,富国创新发展两年定开混合C,混合型-偏股,FUGUOCHUANGXINFAZHANLIANGNIANDINGKAIHUNHEC
12164,014665,GFYXYNCYHHFOF,广发悦享一年持有混合(FOF),FOF,GUANGFAYUEXIANGYINIANCHIYOUHUNHEFOF
12165,014666,GYYZFZHHA,工银优质发展混合A,混合型-偏股,GONGYINYOUZHIFAZHANHUNHEA
12166,014667,GYYZFZHHC,工银优质发展混合C,混合型-偏股,GONGYINYOUZHIFAZHANHUNHEC
12167,014668,YHZJTXLHYXGPFQA,银华专精特新量化优选股票发起A,股票型,YINHUAZHUANJINGTEXINLIANGHUAYOUXUANGUPIAOFAQIA
12168,014669,YHZJTXLHYXGPFQC,银华专精特新量化优选股票发起C,股票型,YINHUAZHUANJINGTEXINLIANGHUAYOUXUANGUPIAOFAQIC
12169,014670,YHAYDZZQD,银华安盈短债债券D,债券型-中短债,YINHUAANYINGDUANZHAIZHAIQUAND
12170,014671,FGYLZQA,富国裕利债券A,债券型-混合债,FUGUOYULIZHAIQUANA
12171,014672,FGYLZQC,富国裕利债券C,债券型-混合债,FUGUOYULIZHAIQUANC
12172,014673,FGZZGGTHLWETFFQSLJA,富国中证港股通互联网ETF发起式联接A,指数型-股票,FUGUOZHONGZHENGGANGGUTONGHULIANWANGETFFAQISHILIANJIEA
12173,014674,FGZZGGTHLWETFFQSLJC,富国中证港股通互联网ETF发起式联接C,指数型-股票,FUGUOZHONGZHENGGANGGUTONGHULIANWANGETFFAQISHILIANJIEC
12174,014675,HSHSHL3GYDKZQA,惠升和顺恒利3个月定开债券A,债券型-长债,HUISHENGHESHUNHENGLI3GEYUEDINGKAIZHAIQUANA
12175,014676,HSHSHL3GYDKZQC,惠升和顺恒利3个月定开债券C,债券型-长债,HUISHENGHESHUNHENGLI3GEYUEDINGKAIZHAIQUANC
12176,014677,ZXBCZYDLHHE,中信保诚至远动力混合E,混合型-偏股,ZHONGXINBAOCHENGZHIYUANDONGLIHUNHEE
12177,014678,YYTTY6GYCYHHA,永赢添添悦6个月持有混合A,混合型-偏债,YONGYINGTIANTIANYUE6GEYUECHIYOUHUNHEA
12178,014679,YYTTY6GYCYHHC,永赢添添悦6个月持有混合C,混合型-偏债,YONGYINGTIANTIANYUE6GEYUECHIYOUHUNHEC
12179,014680,JYYXYNCYHHFOFA,交银优享一年持有混合(FOF)A,FOF,JIAOYINYOUXIANGYINIANCHIYOUHUNHEFOFA
12180,014681,JYYXYNCYHHFOFC,交银优享一年持有混合(FOF)C,FOF,JIAOYINYOUXIANGYINIANCHIYOUHUNHEFOFC
12181,014682,FGZPWJ12GYCYHHFOFA,富国智浦稳进12个月持有混合(FOF)A,FOF,FUGUOZHIPUWENJIN12GEYUECHIYOUHUNHEFOFA
12182,014683,FGZPWJ12GYCYHHFOFC,富国智浦稳进12个月持有混合(FOF)C,FOF,FUGUOZHIPUWENJIN12GEYUECHIYOUHUNHEFOFC
12183,014686,ZSHXZBHHA,招商核心装备混合A,混合型-偏股,ZHAOSHANGHEXINZHUANGBEIHUNHEA
12184,014687,ZSHXZBHHC,招商核心装备混合C,混合型-偏股,ZHAOSHANGHEXINZHUANGBEIHUNHEC
12185,014688,ZSZJCZD,招商招景纯债D,债券型-长债,ZHAOSHANGZHAOJINGCHUNZHAID
12186,014689,GTZZGGT50ETFFQLJA,国泰中证港股通50ETF发起联接A,指数型-股票,GUOTAIZHONGZHENGGANGGUTONG50ETFFAQILIANJIEA
12187,014690,GTZZGGT50ETFFQLJC,国泰中证港股通50ETF发起联接C,指数型-股票,GUOTAIZHONGZHENGGANGGUTONG50ETFFAQILIANJIEC
12188,014691,ZJLHYXHHA,中加量化研选混合A,混合型-偏股,ZHONGJIALIANGHUAYANXUANHUNHEA
12189,014692,ZJLHYXHHC,中加量化研选混合C,混合型-偏股,ZHONGJIALIANGHUAYANXUANHUNHEC
12190,014693,WJXHHBYNCYQHHA,万家兴恒回报一年持有期混合A,混合型-偏债,WANJIAXINGHENGHUIBAOYINIANCHIYOUQIHUNHEA
12191,014694,WJXHHBYNCYQHHC,万家兴恒回报一年持有期混合C,混合型-偏债,WANJIAXINGHENGHUIBAOYINIANCHIYOUQIHUNHEC
12192,014695,CSXJZZLGYCYHHA,长盛先进制造六个月持有混合A,混合型-偏股,CHANGSHENGXIANJINZHIZAOLIUGEYUECHIYOUHUNHEA
12193,014696,CSXJZZLGYCYHHC,长盛先进制造六个月持有混合C,混合型-偏股,CHANGSHENGXIANJINZHIZAOLIUGEYUECHIYOUHUNHEC
12194,014697,NFYWYNCYHHA,南方誉稳一年持有混合A,混合型-偏债,NANFANGYUWENYINIANCHIYOUHUNHEA
12195,014698,NFYWYNCYHHC,南方誉稳一年持有混合C,混合型-偏债,NANFANGYUWENYINIANCHIYOUHUNHEC
12196,014699,DFGDZZHHA,东方高端制造混合A,混合型-偏股,DONGFANGGAODUANZHIZAOHUNHEA
12197,014700,DFGDZZHHC,东方高端制造混合C,混合型-偏股,DONGFANGGAODUANZHIZAOHUNHEC
12198,014701,ZOLHDNHHA,中欧量化动能混合A,混合型-偏股,ZHONGOULIANGHUADONGNENGHUNHEA
12199,014702,ZOLHDNHHC,中欧量化动能混合C,混合型-偏股,ZHONGOULIANGHUADONGNENGHUNHEC
12200,014703,BSSDLHHHA,博时时代领航混合A,混合型-偏股,BOSHISHIDAILINGHANGHUNHEA
12201,014704,BSSDLHHHC,博时时代领航混合C,混合型-偏股,BOSHISHIDAILINGHANGHUNHEC
12202,014705,GTJAJDLDZC,国泰君安君得利短债C,债券型-中短债,GUOTAIJUNANJUNDELIDUANZHAIC
12203,014706,HFJXMXYNCYHHA,华富匠心明选一年持有混合A,混合型-偏股,HUAFUJIANGXINMINGXUANYINIANCHIYOUHUNHEA
12204,014707,HFJXMXYNCYHHC,华富匠心明选一年持有混合C,混合型-偏股,HUAFUJIANGXINMINGXUANYINIANCHIYOUHUNHEC
12205,014708,THZXJKHHA,天弘臻选健康混合A,混合型-偏股,TIANHONGZHENXUANJIANKANGHUNHEA
12206,014709,THZXJKHHC,天弘臻选健康混合C,混合型-偏股,TIANHONGZHENXUANJIANKANGHUNHEC
12207,014710,PAHYCZA,平安惠韵纯债A,债券型-长债,PINGANHUIYUNCHUNZHAIA
12208,014711,PAHYCZC,平安惠韵纯债C,债券型-长债,PINGANHUIYUNCHUNZHAIC
12209,014712,HSQHHYZQA,恒生前海恒裕债券A,债券型-长债,HENGSHENGQIANHAIHENGYUZHAIQUANA
12210,014713,HSQHHYZQC,恒生前海恒裕债券C,债券型-长债,HENGSHENGQIANHAIHENGYUZHAIQUANC
12211,014714,GYRXYNDKCZZQFQS,工银瑞兴一年定开纯债债券发起式,债券型-长债,GONGYINRUIXINGYINIANDINGKAICHUNZHAIZHAIQUANFAQISHI
12212,014715,GTRYYLMBWNCYHHFOF,国投瑞银养老目标五年持有混合(FOF),FOF,GUOTOURUIYINYANGLAOMUBIAOWUNIANCHIYOUHUNHEFOF
12213,014716,DXXYZQA,东兴兴源债券A,债券型-混合债,DONGXINGXINGYUANZHAIQUANA
12214,014717,DXXYZQC,东兴兴源债券C,债券型-混合债,DONGXINGXINGYUANZHAIQUANC
12215,014718,FGTXJHHHA,富国天旭均衡混合A,混合型-偏股,FUGUOTIANXUJUNHENGHUNHEA
12216,014719,FGTXJHHHC,富国天旭均衡混合C,混合型-偏股,FUGUOTIANXUJUNHENGHUNHEC
12217,014720,CJJLZQXC,长江聚利债券型C,债券型-混合债,CHANGJIANGJULIZHAIQUANXINGC
12218,014721,FGTZHYNDKZFQS,富国碳中和一年定开债发起式,债券型-长债,FUGUOTANZHONGHEYINIANDINGKAIZHAIFAQISHI
12219,014722,YFDHXPHYLSNCYHHFOFA,易方达汇欣平衡养老三年持有混合(FOF)A,FOF,YIFANGDAHUIXINPINGHENGYANGLAOSANNIANCHIYOUHUNHEFOFA
12220,014723,JHPHYNDKCZZQFQ,嘉合磐弘一年定开纯债债券发起,债券型-长债,JIAHEPANHONGYINIANDINGKAICHUNZHAIZHAIQUANFAQI
12221,014724,DFLHDCLHHC,东方量化多策略混合C,混合型-偏股,DONGFANGLIANGHUADUOCELUEHUNHEC
12222,014725,GFCZDLSNCYHHA,广发成长动力三年持有混合A,混合型-偏股,GUANGFACHENGZHANGDONGLISANNIANCHIYOUHUNHEA
12223,014726,GFCZDLSNCYHHC,广发成长动力三年持有混合C,混合型-偏股,GUANGFACHENGZHANGDONGLISANNIANCHIYOUHUNHEC
12224,014727,YFDCZDLHHA,易方达成长动力混合A,混合型-偏股,YIFANGDACHENGZHANGDONGLIHUNHEA
12225,014728,YFDCZDLHHC,易方达成长动力混合C,混合型-偏股,YIFANGDACHENGZHANGDONGLIHUNHEC
12226,014729,QHKYXXCYHHC,前海开源新兴产业混合C,混合型-偏股,QIANHAIKAIYUANXINXINGCHANYEHUNHEC
12227,014734,GFRHHHA,广发睿合混合A,混合型-偏股,GUANGFARUIHEHUNHEA
12228,014735,GFRHHHC,广发睿合混合C,混合型-偏股,GUANGFARUIHEHUNHEC
12229,014736,CJHXZJTXGPFQA,创金合信专精特新股票发起A,股票型,CHUANGJINHEXINZHUANJINGTEXINGUPIAOFAQIA
12230,014737,CJHXZJTXGPFQC,创金合信专精特新股票发起C,股票型,CHUANGJINHEXINZHUANJINGTEXINGUPIAOFAQIC
12231,014738,GFHXZQA,广发恒祥债券A,债券型-混合债,GUANGFAHENGXIANGZHAIQUANA
12232,014739,GFHXZQC,广发恒祥债券C,债券型-混合债,GUANGFAHENGXIANGZHAIQUANC
12233,014740,CTZGHSZDZA,财通资管鸿商中短债A,债券型-中短债,CAITONGZIGUANHONGSHANGZHONGDUANZHAIA
12234,014741,CTZGHSZDZC,财通资管鸿商中短债C,债券型-中短债,CAITONGZIGUANHONGSHANGZHONGDUANZHAIC
12235,014742,HSQHHYJLZQA,恒生前海恒源嘉利债券A,债券型-混合债,HENGSHENGQIANHAIHENGYUANJIALIZHAIQUANA
12236,014743,HSQHHYJLZQC,恒生前海恒源嘉利债券C,债券型-混合债,HENGSHENGQIANHAIHENGYUANJIALIZHAIQUANC
12237,014744,HSQHXXHHA,恒生前海兴享混合A,混合型-偏股,HENGSHENGQIANHAIXINGXIANGHUNHEA
12238,014745,HSQHXXHHC,恒生前海兴享混合C,混合型-偏股,HENGSHENGQIANHAIXINGXIANGHUNHEC
12239,014746,BLDGGTYJSYHHA,贝莱德港股通远景视野混合A,混合型-偏股,BEILAIDEGANGGUTONGYUANJINGSHIYEHUNHEA
12240,014747,BLDGGTYJSYHHC,贝莱德港股通远景视野混合C,混合型-偏股,BEILAIDEGANGGUTONGYUANJINGSHIYEHUNHEC
